id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec82-1-1,"Mandible of female with 5 to 18, usually sharp teeth separated by acute notches (Fig. 82-3a) or (in one species of Pachyanthidium) minutely denticulate; maxillary palpus minute [relatively long in Afranthidium (Zosteranthidium)], two-segmented (arolia absent; base of propodeal triangle punctate or ﬁnely roughened, nearly always hairy; propodeum without basal series of pits and without fovea behind spiracle; juxtantennal carina absent) (Series B)",sec82-1-2,"Mandible of female with three or four teeth (Fig. 823b), or, ifwith ﬁve to ten, then the teeth are rounded and at least some of them separated by rounded emargina tions; maxillary palpus commonly threeor four-segmented but sometimes two-segmented (Series A)",sec82-1-11,,,
sec82-1-2,"T5 with posterior marginal zone depressed (except sometimes medially), more ﬁnely punctate than rest of tergum and usually densely so, not over half as wide laterally as medially, this zone ending in very narrow, smooth posterior margin, the anterior margin of depressed zone often obtusely angulate medially, whole zone thus very broadly triangular",sec82-1-3,"T5 with posterior marginal zone either not depressed or weakly to strongly depressed, but if recognizable, then punctate like rest of tergum to impunctate, often over half as wide laterally as medially, this zone often ending in broad, smooth posterior margin, the anterior margin of depressed zone straight or curved, not angulate, or with small basal median angular projection",sec82-1-4,,,sec82-1-1
sec82-1-3,"T6 of female with margin usually not denticulate, sometimes with lateral tooth, with median apical notch or emargination accommodating sting [margin rarely denticulate, e.g., A. (Proanthidium) oblongatum Latreille]; T5 of female with basal edge of depressed marginal zone commonly obtusely angulate medially, zone thus broadly triangular; penis valves of male widely separated basally, united by long, narrow bridge; volsella projecting as lobe at apex of gonocoxite",Anthidium,"T6 of female with margin denticulate, almost always without lateral tooth, usually without median apical notch; T5 of female with basal edge of depressed marginal zone not angulate medially; penis valves close together or fused basally, bridge therefore short or absent; volsella small or absent (Africa, palearctic)",Afranthidium (in part),Anthidium,Afranthidium (in part),sec82-1-2
sec82-1-4,First recurrent vein joining ﬁrst submarginal cell; axilla acutely pointed; face with shiny longitudinal median ridge from frons to clypeus (Africa),Serapista,First recurrent vein entering second submarginal cell; axillar margin rounded or straight; face without longitudinal median ridge,sec82-1-5,Serapista,,sec82-1-2
sec82-1-5,Basal area of propodeum hairless except laterally; pale markings absent; scutellum not angulate laterally; terga without impunctate margins (male unknown) (Africa),Anthidioma,"Basal area of propodeum with hairs, sometimes very short; pale markings usually present, but if not [as in Gnathanthidium and Afranthidium (Immanthidium), etc.], then scutellum usually angulate laterally and terga with impunctate marginal zones",sec82-1-6,Anthidioma,,sec82-1-4
sec82-1-6,"Preoccipital ridge dorsally and omaulus produced as translucent lamellae (Africa, Oriental)",Pachyanthidium (in part),Preoccipital ridge and omaulus rounded or at most carinate (except preoccipital ridge lamellate inGnathanthidium),sec82-1-7,Pachyanthidium (in part),,sec82-1-5
sec82-1-7,"Subantennal suture straight or weakly arcuate; S4 and S5 of male not strongly concave, rather simple, S3 to S5 without combs or areas of specialized bristles, posterior margins straight or weakly concave (with lateral projections in Neanthidium and on S5 in Gnathanthidium)",sec82-1-8,"Subantennal suture distinctly arcuate outward; S3 to S5 of male usually concave, S4 and S5 or at least the latter short and largely hidden (except in Indanthidium), at least S5 with posterior lateral projection [except in Pseudoanthidium (Exanthidium)and Indanthidium], S3 often with comb or area of wavy bristles",sec82-1-10,,,sec82-1-6
sec82-1-8,T6 and T7 of male each with four large equidistant teeth; S4 and S5 of male with lateral projections; T6 of female with lateral spine and median emargination (length 9-13 mm) (Mediterranean),Neanthidium,"T6 of male simple, T7 short, bidentate, bilobed, or tridentate; S4 and S5 without lateral projections or (in Gnathanthidium) S5 with such projections; T6 of female without or with very weak lateral spine and median emargination",sec82-1-9,Neanthidium,,sec82-1-7
sec82-1-9,"Mandible of female with 13 or 14 teeth, apex broad, lower two teeth and upper one large, others small and subequal; scutellum transverse, truncate, carinate; tibiae coarsely tuberculate (Africa)",Gnathanthidium,"Mandible of female with eight teeth or less; scutellum rounded as seen from above, sometimes weakly emarginate medially, not or incompletely carinate; tibiae tuberculate or not (Africa, palearctic)",Afranthidium (in part),Gnathanthidium,Afranthidium (in part),sec82-1-8
sec82-1-1,"T7 of male nearly as wide as T6, multidentate; subantennal suture arising at upper end of tentorial pit (S3 of male without wavy bristles; S5 with margin strongly concave but no lateral projections) (India)",Indanthidium,"T7 of male markedly narrower than T6, twoor threetoothed or lobed; subantennal suture arising from epistomal suture well above tentorial pit [except in P. (Royanthidium) reticulatum Mocsáry]",Pseudoanthidium,Indanthidium,Pseudoanthidium,sec82-1-7
