id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec67-1-1,"Proboscis extraordinarily slender, prementum 10 to over 20 times as long as broad (Fig. 67-4b); proboscidial fossa about as wide as mandibular base",sec67-1-2,"Proboscis not so slender (Fig. 67-4a, c-e), prementum four to eight times as long as broad; proboscidial fossa much wider than mandibular base",sec67-1-6,,,
sec67-1-2,"Maxillary palpus much longer than stipes plus galea, reaching metasoma when mouthparts are in repose (basitibial plate moderately developed, much exceeding apex of femur, as in Fig. 67-5c)",Ariphanarthra,Maxillary palpus not greatly lengthened,sec67-1-3,Ariphanarthra,,sec67-1-1
sec67-1-3,"Eye greatly enlarged, projecting above vertex (Fig. 677b), separated from lateral ocellus and from vertical part of epistomal suture above tentorial pit by one-fourth of ocellar diameter or less (basitibial plate not short, much surpassing apex of femur; ocelli much enlarged)",Megaloptidia,"Eyes not projecting above vertex, widely separated from lateral ocellus and from epistomal suture above tentorial pit (Fig. 67-6, 67-13g)",sec67-1-4,Megaloptidia,,sec67-1-2
sec67-1-4,"Pronotal dorsal surface swollen, dorsolateral angle and vertical ridge below angle absent; paraocular lobe long, lower end acute (Fig. 67-13a, b); head elongated, owing to greatly lengthened clypeus; inner hind tibial spur serrate",Chlerogelloides,"Pronotal dorsal surface normal, not swollen; paraocular lobe approximately right-angular (Fig. 67-7a); head not greatly elongated; inner hind tibial spur pectinate or serrate",sec67-1-5,Chlerogelloides,,sec67-1-3
sec67-1-5,"Basitibial plate very short, scarcely surpassing apex of femur",Megommation,Basitibial plate moderately developed (ocelli small; inner hind tibial spur serrate) (placed here on the basis of the description; I have seen no specimens),Micrommation,Megommation,Micrommation,sec67-1-4
sec67-1-6,"Inner hind tibial spur serrate, teeth shorter than wide, pointed or rounded, or margin of spur undulate or ciliate (Fig. 67-5f, g, k-m)",sec67-1-7,"Inner hind tibial spur pectinate, teeth longer than wide (Fig. 67-5h-j, n)",sec67-1-12,,,sec67-1-1
sec67-1-7,"Scopa and median specialized area of T5 absent; integument coarsely punctate (Fig. 67-15); labral process truncate, without keel (Fig. 65-1i)",T emnosoma,"Scopa and median slit or notch and area of ﬁne hairs on T5 present (Fig. 65-1k); integument rarely so coarsely punctate; labral process with strong median keel, usually pointed (Fig. 65-1a, e, g)",sec67-1-8,T emnosoma,,sec67-1-6
sec67-1-8,"Inner hind tibial spur with rounded serrations (Fig. 67-5k-m); preoccipital ridge sharply angled or carinate.. 9 —. Inner hind tibial spur ciliate, with slender sharp teeth, as on outer spur, or with short, narrow teeth (Fig. 67-5f, g); preoccipital ridge sharply angled or rounded (epistomal suture forming obtuse paraocular lobe, Fig. 676a)",sec67-1-10,,,,,sec67-1-7
sec67-1-9,"Epistomal suture forming acute paraocular lobe protruding into clypeus (Fig. 67-6d); clypeus relatively ﬂat, green almost to apex; anterior angle of hypostomal carina usually a sharp right angle or produced into spine; apex of marginal cell narrowly truncate and usually appendiculate (Fig. 67-1a)",Augochlora,"Epistomal suture forming obtuse or right angle laterally (Fig. 67-6c); clypeus beveled, area below angle not green; anterior angle of hypostomal carina rounded; apex of marginal cell acute or very narrowly truncate",Augochlorella,Augochlora,Augochlorella,sec67-1-8
sec67-1-1,"Basal area of propodeum completely smooth or granular, without striae; eyes deeply emarginate (Fig. 67-6a) (preoccipital ridge gradually rounded)",Corynura (Corynura),Basal area of propodeum roughened or with weak plicae basally; eyes moderately emarginate,sec67-1-11,Corynura (Corynura),,sec67-1-8
