id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec51-5-1,Inner side of hind femur with a row of small peglike or thornlike projections,sec51-5-2,Inner side of hind femur without such projections,sec51-5-7,,,
sec51-5-2,Tibial scopa of simple hairs; labrum not conspicuously divided,sec51-5-3,Tibial scopa of small to large plumose hairs; labrum divided conspicuously into median and lateral parts,sec51-5-4,,,sec51-5-1
sec51-5-3,"Facial fovea broad in upper part, narrow and deeply channeled in lower part",A. (Orandrena),"Facial fovea uniformly broad, occupying one-third of paraocular area",A. (Cryptandrena) (in part),A. (Orandrena),A. (Cryptandrena) (in part),sec51-5-2
sec51-5-4,"Facial fovea short, rectangular, almost twice as long as broad; hind femur slender and almost cylindrical",A. (Avandrena)(in part),"Facial fovea usually long and not rectangular; hind femur strong, its inner side ﬂattened and limited above by a more or less conspicuously developed linear carina",sec51-5-5,A. (Avandrena)(in part),,sec51-5-2
sec51-5-5,Facial fovea short and drop-shaped; metasomal terga fairly strongly to strongly and densely punctate,A. (Rufandrena),"Facial fovea long, or, if drop-shaped, then metasomal terga with scattered deep punctures",sec51-5-6,A. (Rufandrena),,sec51-5-4
sec51-5-6,"Inner side of hind femur with weak carina and sparse, long bristles; lateral area of labrum small; metasomal terga usually with scattered deep punctures",A. (Chlorandrena),"Inner side of hind femur with strong carina and dense, short bristles; lateral area of labrum about as large as median area; metasomal terga strongly and densely punctate",A. (Lepidandrena),A. (Chlorandrena),A. (Lepidandrena),sec51-5-5
sec51-5-7,Inner hind tibial spur usually distinctly and strongly broadened at base,sec51-5-8,"Inner hind tibial spur not broadened at base, at most distal half convexly broadened",13 8(7). Mesepisternum and propodeal triangle strongly hon- eycomb-areolate ............................................................ 9,,,sec51-5-1
sec51-5-9,"Pronotum with dorsolateral angle elevated, abruptly cut off laterally",A. (Melanapis),Pronotum with more rounded dorsolateral angle,sec51-5-10,A. (Melanapis),,sec51-5-8
sec51-5-1,Propodeal corbicula only weakly rugose in posterior part; body black to red,A. (Plastandrena),"Propodeal corbicula with strongly developed rugae, mostly lengthwise; body brilliant metallic blue",A. (Agandrena),A. (Plastandrena),A. (Agandrena),sec51-5-9
sec51-5-1,"Mesepisternum and propodeum glossy, coarsely and deeply punctate",A. (Scitandrena),"Mesepisternum and propodeum roughened, moderately ﬁnely lined, with asymmetrical (one-sided) punctures",sec51-5-12,A. (Scitandrena),,sec51-5-8
sec51-5-1,Propodeal triangle weakly rugosely areolate to posterior margin; inner side of hind femur conspicuously carinate; basal area of labrum small and usually triangular,A. (Suandrena),"Propodeal triangle with middle area shagreened, covered with ﬁne rugae; inner side of hind femur not carinate; basal area of labrum of medium size, deeply notched",A. (Pallandrena),A. (Suandrena),A. (Pallandrena),sec51-5-11
sec51-5-1,Inner hind tibial spur distinctly convexly broadened a little beyond middle; inner side of hind femur almost always conspicuously carinate; pronotum not carinate,sec51-5-14,Inner hind tibial spur not much broadened; inner side of hind femur more or less rounded; pronotum carinate or not,sec51-5-15,,,sec51-5-7
sec51-5-1,"Glossa greatly elongated, at least six times as long as broad",A. (Charitandrena),"Glossa of normal length, about three times as long as broad",A. (Ulandrena),A. (Charitandrena),A. (Ulandrena),sec51-5-13
sec51-5-1,Propodeum declivous from the metanotum; facial fovea short and drop-shaped (head large),A. (Cubiandrena),"Propodeum with basal area more or less horizontal, or, if declivous, then facial fovea not as above",sec51-5-16,A. (Cubiandrena),,sec51-5-13
sec51-5-1,"Facial fovea short and rectangular, at most twice as long as broad",A. (Avandrena)(in part),"Facial fovea otherwise, usually conspicuously narrower below than above",sec51-5-17,A. (Avandrena)(in part),,sec51-5-15
sec51-5-1,Mesepisternum and propodeal triangle coarsely honeycomb-areolate,sec51-5-18,Mesepisternum and propodeal triangle at most weakly wrinkled,sec51-5-20,,,sec51-5-16
sec51-5-1,"Facial fovea small, upper part drop-shaped, lower part greatly reduced and fading out",A. (Brachyandrena),"Facial fovea normally long, deep, upper part broadly rounded, lower part almost reduced to a sulcus",sec51-5-19,A. (Brachyandrena),,sec51-5-17
sec51-5-1,Submarginal cells two,A. (Biareolina),Submarginal cells three,A. (Trachandrena),A. (Biareolina),A. (Trachandrena),sec51-5-18
sec51-5-2,Mesepisternum with remarkably minute to ﬁne punctures; head usually elongate and narrower,sec51-5-21,Mesepisternum strongly and deeply punctate; head short and broad,sec51-5-58,,,sec51-5-17
sec51-5-2,"Dorsolateral angle of pronotum not strongly elevated as transverse ridge and without carina extending down from it, at most with hint of such carina",sec51-5-22,"Dorsolateral angle of pronotum weakly to strongly elevated as transverse ridge, abruptly cut off laterally, and with carina extending down from it",sec51-5-47,,,sec51-5-20
sec51-5-2,Mesepisternum behind attachment of foreleg conspicuously compressed and ﬂat to deeply grooved; hairs of thorax squamose to minutely branched,A. (Aenandrena),Mesepisternum behind attachment of foreleg normally rounded; thorax usually normally haired,sec51-5-23,A. (Aenandrena),,sec51-5-21
sec51-5-2,Small to very small species; ﬁrst submarginal crossvein reaching marginal cell near posterior margin of stigma,sec51-5-24,"Usually not small, generally medium-sized to large species; ﬁrst submarginal crossvein reaching marginal cell at least three vein widths from stigma",sec51-5-27,,,sec51-5-22
sec51-5-2,"Propodeal triangle strongly rugose to rugosely areolated; clypeus not grooved; facial fovea long, usually broad, and occupying about one-third of paraocular area",A. (Micrandrena)(in part) and A. (Fumandrena),"Propodeal triangle reticulated to shagreened, usually without rugae or weakly rugose at base, but if strongly rugose, then clypeus conspicuously grooved lengthwise; facial fovea usually not as above",sec51-5-25,A. (Micrandrena)(in part) and A. (Fumandrena),,sec51-5-23
