id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec39-4-1,"T1-T4 in female and T1-T5 or T6 in male with enamellike apical marginal zones of yellowish, green, bluish, or whitish, these zones usually at least partly impunctate and hairless",L. (Nomiocolletes),"T erga without enamel-like apical marginal zones, with hairs and punctures near apical margins that are concolorous with other parts of terga, or translucent or brownish, or, rarely [in L. (Perditomorpha) eulonchopriodes Michener], with apical yellow bands, but the band of T2 absent",sec39-4-2,L. (Nomiocolletes),,
sec39-4-2,Submarginal cells three,sec39-4-3,Submarginal cells two,sec39-4-14,,,sec39-4-1
sec39-4-3,"Dorsolateral angle of pronotum produced as small tooth projecting upward and outward (smallest in male); basitibial plate of female not easily seen because its hairs are erect, similar to those of adjacent parts of tibia, largely hiding marginal carinae",L. (Halictanthrena),"Dorsolateral angle of pronotum low, rounded, scarcely evident; basitibial plate of female distinct, its hairs short, appressed, different from those of adjacent areas, its marginal carinae clearly exposed",sec39-4-4,L. (Halictanthrena),,sec39-4-2
sec39-4-4,"Second submarginal cell on posterior margin usually at least three-fourths as long as third; second submarginal crossvein usually curved in a manner parallel to third, anterior margin of third submarginal cell thus at least twothirds as long as posterior margin",sec39-4-5,"Second submarginal cell on posterior margin much shorter than third (as in Fig. 39-5d, f ); second submarginal crossvein usually straight, at least not curved parallel to third, anterior margin of third submarginal cell usually less than two-thirds as long as posterior margin",sec39-4-6,,,sec39-4-3
sec39-4-5,"Mandible of male with preapical tooth; outer hind tibial spur of female pectinate, although more ﬁnely so than inner spur; metasoma with at least weak blue reﬂections",L. (Reedapis),Mandible of male simple; outer hind tibial spur of female coarsely ciliate; metasoma black,L. (Cephalocolletes),L. (Reedapis),L. (Cephalocolletes),sec39-4-4
sec39-4-6,"Thorax dull, minutely roughened, almost lacking punctures; malar area as long as minimum diameter of ﬂagellum; clypeus protuberant in lateral view by fully eye width",L. (T orocolletes),Thorax with at least some areas of shining integument between strong punctures; malar area linear; clypeus not or little protuberant,sec39-4-7,L. (T orocolletes),,sec39-4-4
sec39-4-7,Males (unknown in Hoplocolletes),sec39-4-8,Females (unknown in Holmbergeria),sec39-4-11,,,sec39-4-6
sec39-4-8,"Subantennal suture little over half as long as diameter of antennal socket; supraclypeal and subantennal areas impunctate, shining, hairless, in conspicuous contrast to adjacent areas",L. (Holmbergeria),"Subantennal suture as long as diameter of antennal socket; supraclypeal and subantennal areas punctate, with hairs",sec39-4-9,L. (Holmbergeria),,sec39-4-7
sec39-4-9,"Gonoforceps hairy to base; gonobase one-half as long as gonoforceps; apex of S6 with broad, shallow emargination; metasoma with pubescence all blackish",L. (Leioproctus s. str.),"Gonocoxite (or coxal part of gonoforceps) hairless; gonobase one-third as long as gonoforceps or less; apex of S6 with the usual small, V-shaped (sometimes shallow) median emargination; metasoma with some or all hair pale, usually forming apical tergal bands",sec39-4-10,L. (Leioproctus s. str.),,sec39-4-8
sec39-4-1,"Labrum three times as wide as long, apical margin broadly emarginate",L. (Chilicolletes),"Labrum little over twice as wide as long, apical margin convex or with small median emargination",L. (Sarocolletes) (in part),L. (Chilicolletes),L. (Sarocolletes) (in part),sec39-4-9
