id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec119-2-1,"This key is based primarily on gynes and may not work for some workers.) 1. Hind tibia convex and hairy on outer surface, corbicula thus absent (Fig. 119-9b), and rastellum absent; hind basitarsus without auricle; apex of metasoma curved downward; S6 with lateral carina; worker caste absent (holarctic)",B. (Psithyrus),Hind tibia with corbicula (Fig. 119-9a) and rastellum; hind basitarsus with strong auricle; apex of metasoma not curved downward; S6 without carinae; worker caste usually present,sec119-2-2,B. (Psithyrus),,
sec119-2-2,Apex of mandible with six teeth; hind basitarsus proximally near ventral margin often with a number of bristles almost as long as corbicular bristles (palearctic),B. (Alpigenobombus),Apex of mandible with one or two small dorsal teeth and sometimes a small preapical notch setting off an apical tooth; hind basitarsus with no bristles as long as corbicular bristles (except in Mendacibombus and Pressibombus),sec119-2-3,B. (Alpigenobombus),,sec119-2-1
sec119-2-3,"Middle basitarsus with posterior apical angle obtuse, more or less rounded [except for some Sibiricobombus, most of which have ocellocular distance equal to about two ocellar diameters and differ further from Subterraneobombus, which they often most resemble, in having whole surface of auricle of hind basitarsus densely hairy; B. (Melanobombus) tanguticusMorawitz has apical angle of middle basitarsus produced but has a strong, bare subcircular boss on T6 such as is not found in alternative]",sec119-2-4,Midsle basitarsus with posterior apical angle right-angular or acute and usually coarsely bristled [see exceptions in ﬁrst alternative of this couplet],sec119-2-22,,,sec119-2-2
sec119-2-4,"Outer surface of hind tibia densely reticulate, dull, some long bristles arising from upper half of corbicular disc; malar area very elongate; ﬁrst ﬂagellar segment fully three times as long as median width (Eurasian mountains)",B. (Mendacibombus),"Outer surface of hind tibia less coarsely reticulate, rarely if ever so dull, long bristles conﬁned to corbicular margins except very near base, or, if bristles more widespread in corbicula, then malar area transverse; ﬁrst ﬂagellar segment nearly always shorter",sec119-2-5,B. (Mendacibombus),,sec119-2-3
sec119-2-5,Malar area longer than combined lengths of pedicel and ﬁrst ﬂagellar segment; ﬁrst ﬂagellar segment about four times as long as broad; middle basitarsus with posterior apical angle somewhat produced (some species difﬁcult to separate from some Subterraneobombus;see couplet 3) (palearctic),B. (Sibiricobombus) (in part),"Malar area clearly shorter, or, if not, then ﬁrst ﬂagellar segment about 2.5 times as long as broad; middle basitarsus with posterior apical angle quite obtuse",sec119-2-6,B. (Sibiricobombus) (in part),,sec119-2-4
sec119-2-6,"Corbicular hairs unusually dense, tibial surface between them covered throughout with rather sparse but quite distinct, very short feathered hairs (southeast Asia to Java and Taiwan)",B. (Ruﬁpedibombus),"Corbicular hairs less dense, tibial surface between them without short feathered hairs [except in a few Melanobombus (couplet 8)]",sec119-2-7,B. (Ruﬁpedibombus),,sec119-2-5
sec119-2-7,"Frons with very large unpunctured areas, most of area for some distance in front of ocelli being unpunctured and only narrow band of punctures between ocelli and eyes; area immediately behind ocelli also unpunctured; ocellocular distance equal to three ocellar diameters (Himalayas to Southeast Asia)",B. (Orientalibombus),"Frons without large unpunctured area, especially in front of ocelli, or else densely punctured right up to ocelli posteriorly; ocelli closer to eyes",sec119-2-8,B. (Orientalibombus),,sec119-2-6
sec119-2-8,"T6 with a bare, convex, more or less rounded boss not divided by furrow; hind tibia with dorsal apical inner corner not or rarely somewhat produced; hind basitarsus as a rule with unusually dense, short, feathery hairs (palearctic)",B. (Melanobombus),"T6 without a bare, convex, rounded boss or with boss divided by furrow; hind tibia with dorsal apical inner corner more or less strongly, angulately produced [except in Kallobombusand a few Pyrobombus—e.g., Bombus pratorum (Linnaeus) and atrocinctus Smith]; hind basitarsus rarely so densely haired",sec119-2-9,B. (Melanobombus),,sec119-2-7
sec119-2-9,"Whole corbicular surface of hind tibia with scattered but quite numerous, short, unbranched hairs; frons crossed by wide transverse band of microscopic punctures across unpunctured area; T6 with raised boss (almost as in Melanobombus) divided by deep, well-deﬁned furrow (South America)",B. (Coccineobombus),"Hind tibia with at least a considerable distal corbicular area bare; frons without band of microscopic punctures across unpunctured area; T6 without deep, well-deﬁned furrow",sec119-2-10,B. (Coccineobombus),,sec119-2-8
sec119-2-1,"Malar area distinctly transverse; either a deﬁnite band of close punctures along inner margin of eye, or ocellocular distance equal to about two ocellar diameters, or both",sec119-2-11,"Malar area variable, i.e., elongate, quadrate, or transverse (if distinctly transverse as in Pyrobombus, then without ﬁne punctures along inner eye margin and ocellocular distance equal to three ocellar diameters)",sec119-2-16,,,sec119-2-9
