id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec85-1-1,"Submarginal crossveins and second recurrent vein weak compared with other veins, commonly absent (Fig. 1201); marginal cell open at apex or closed by weakened vein (hind tibial spurs absent)",sec120-1,"All veins well developed, conspicuous; marginal cell closed by strong vein",sec85-1-2,"Apinae, Meliponini",,
sec85-1-2,"Scopa of female, when present, forming a corbicula on posterior tibia (Figs. 10-11, 102-2a, 118-3, 121-1a); inner apical margin of posterior tibia of nonparasitic females (except in queens of Apini) with row of stiff bristles (the rastellum, Fig. 102-2); pygidial and basitibial plates absent; eyes hairy or jugal lobe of hind wing absent",sec85-1-3,"Scopa of female not forming a tibial corbicula [except in Canephorula and Hamatothrix (Eucerini) from Argentina], and scopa sometimes absent; inner apical margins of posterior tibiae bare or hairy, without comb; pygidial and basitibial plates frequently present; eyes very rarely hairy and jugal lobe of hind wing almost always present",sec85-1-5,,,sec85-1-1
sec85-1-3,Eye hairy; jugal lobe of hind wing present although notch delimiting it shallow; hind tibial spurs absent; arolia present,sec121-1,Eye bare; jugal lobe of hind wing absent; hind tibial spurs present; arolia absent,sec85-1-4,"Apinae, Apini",,sec85-1-2
sec85-1-4,"Proboscis in repose reaching beyond base of metasoma; body usually at least partly metallic; hind tibia of male with deep, hairy groove on upper surface (Fig. 1184a-c); comb or group of bristles in position of jugal lobe of hind wing (Fig. 118-5) (neotropical)",sec118-1,Proboscis in repose not reaching base of metasoma; body not metallic; hind tibia of male not grooved; no comb of bristles on base of hind wing,sec119-1,"Apinae, Euglossini","Apinae, Bombini",sec85-1-3
sec85-1-5,"Stigma absent (Fig. 88-2a); middle and hind basitarsi usually longer than tibiae; clypeus nearly ﬂat, lower lateral areas not curved backward (Figs. 21-3c, g, 88-5b)",sec88-1,"Stigma present, although sometimes (e.g., in Anthophora, Centris;Figs. 113-1, 114-1) very small; middle and hind basitarsi usually shorter than tibiae; clypeus variable but usually more convex with lower lateral parts bent backward (Fig. 21-3d, h)",sec85-1-6,"Xylocopinae, Xylocopini",,sec85-1-2
sec85-1-6,"Pygidial plate absent, sometimes represented by spine in pygidial ﬁmbria of female; scopa present (but reduced in parasitic Allodapini); epistomal suture between lateral extremity and subantennal suture usually bent mesad such that upper part of clypeus is almost parallel-sided; clypeus not or weakly protuberant",sec85-1-7,"Pygidial plate present in females and most males, or if absent in female, then scopa also absent; epistomal suture not or rarely bent mesad such that upper part of clypeus is nearly parallel-sided; clypeus commonly strongly protuberant, lower lateral parts bent strongly posteriorly (Fig. 21-3d, h)",sec85-1-9,,,sec85-1-5
sec85-1-7,"Submarginal cells two (Fig. 90-11); clypeus typically slightly constricted at level of tentorial pits (Fig. 90-2), this level near middle of clypeus (Eastern Hemisphere)",sec90-1,"Submarginal cells three (Fig. 89-4); clypeus not constricted at level of tentorial pits, this level above middle of clypeus",sec85-1-8,"Xylocopinae, Allodapini",,sec85-1-6
sec85-1-8,"Jugal lobe of hind wing less than one-ﬁfth as long as vannal lobe; female with spinelike pygidial plate arising from pygidial ﬁmbria (Chile, Argentina)",sec87-1,Jugal lobe over one-third as long as vannal lobe; pygidial plate and pygidial ﬁmbria absent,sec89-1,"Xylocopinae,  Manueliini","Xylocopinae, Ceratinini",sec85-1-7
sec85-1-9,"Labrum longer than broad (Fig. 96-3a) or rarely about as long as broad; scopa absent; body rather short-haired, or, if with long hairs, then metasoma usually with pattern of white, appressed hair-spots or bands",sec85-1-10,"Labrum broader than median length (Fig. 96-3b) [except rarely (e.g., Epicharis) longer than broad, in which case scopa present, body with long hairs, and metasoma without spots or bands of appressed white hair]",sec85-1-15,,,sec85-1-6
sec85-1-1,"Distal parts of wings, beyond venation, hairless and coarsely papillate (Fig. 85-2a)",sec117-1,"Distal parts of wings, beyond venation, with hairs (as in Fig. 85-2b), not or weakly papillate (most strongly so in Ammobatoides)",sec85-1-11,"Apinae, Melectini (in part)",,sec85-1-9
