id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec51-4-1,Submarginal cells two,sec51-4-2,Submarginal cells three,sec51-4-6,,,
sec51-4-2,First and often base of second ﬂagellar segment excavated below,A. (Pelicandrena),First and second ﬂagellar segments terete or ﬂattened and expanded laterally but not excavated below,sec51-4-3,A. (Pelicandrena),,sec51-4-1
sec51-4-3,"Clypeus metallic blue, often with violaceous reﬂections; basal area of labrum usually bidentate; propodeal triangle usually moderately coarsely sculptured",A. (Diandrena),"Clypeus yellow, white, or black; basal area of labrum bidentate or entire; propodeal triangle usually ﬁnely sculptured",sec51-4-4,A. (Diandrena),,sec51-4-2
sec51-4-4,"Maxillary palpus short, when extended distad exceeding tip of galea by no more than length of last segment and usually less",A. (Callandrena) (in part),Maxillary palpus exceeding tip of galea by at least length of two apical segments,sec51-4-5,A. (Callandrena) (in part),,sec51-4-3
sec51-4-5,Clypeus and paraocular areas black; propodeum outside of triangle roughened by coarse punctures,A. (Onagrandrena)(in part),Clypeus and paraocular areas white to yellow; propodeum outside of triangle not roughened by coarse punctures,A. (Parandrena),A. (Onagrandrena)(in part),A. (Parandrena),sec51-4-4
sec51-4-6,"Malar space one-third to one-half as long as broad, or longer, but if as short as one-third as long as broad, then anterior trochanter with spinelike process on anterior surface near apex; clypeus yellow; facial quadrangle usually as broad as long",A. (Dactylandrena),"Malar space less than one-third as long as broad, or, if as long as one-third width, then either clypeus black or facial quadrangle longer than broad; anterior trochanter never with apical spine","7 7(6). Scutum with ﬁne longitudinal rugulae, often reduced to short rugulae on posteromedian area; basal area of labrum with short median horn, often as long as rest of area (metasomal terga without pale fasciae) .................. .............................................................. A. (Nemandrena)",A. (Dactylandrena),,sec51-4-1
sec51-4-2,"Genal area with a large, blunt process extending downward and somewhat forward from ventral surface, which is otherwise concave (poorly developed in a few specimens)",sec51-4-26,"Genal area without large process on ventral surface, which is ﬂat, smoothly curved at sides",sec51-4-27,,,sec51-4-23
sec51-4-2,"Clypeus yellow; propodeal triangle ﬁnely sculptured, shagreened or ﬁnely tessellate",A. (Genyandrena),"Clypeus black; propodeal triangle coarsely sculptured, irregularly rugulose",A. (Xiphandrena),A. (Genyandrena),A. (Xiphandrena),sec51-4-25
sec51-4-2,"Facial quadrangle distinctly broader than long; metasomal terga without pale apical fasciae; pronotum with dorsolateral angle indistinct, displaced toward midline (dorsoventral pronotal ridge distinct)",A. (Oligandrena),"Facial quadrangle about as broad as long, or,i f broader, then either metasomal terga with distinct pale apical fasciae or dorsolateral angle of pronotum distinct or both",sec51-4-28,A. (Oligandrena),,sec51-4-25
sec51-4-2,Clypeus partially or wholly yellow or cream-colored,sec51-4-29,Clypeus entirely black,sec51-4-36,,,sec51-4-27
