id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec84-5-1,"S6 with at least posterior half bare or nearly so, except for subapical row of short hairs, behind which is bare, smooth rim directed posteriorly (body megachiliform).. 2 —. S6 with well-dispersed scopal hairs, or, if partly bare, then without bare apical rim behind transverse fringe of short hairs, or (in Argyropile) rim directed upward, or rim narrow and barely recognizable",sec84-5-6,"S6 with well-dispersed scopal hairs, or, if partly bare, then without bare apical rim behind transverse fringe of short hairs, or (in Argyropile) rim directed upward, or rim narrow and barely recognizable",sec84-5-6,,,
sec84-5-2,"Mandible ﬁve-toothed, a long cutting edge in second interspace, none elsewhere",M. (Melanosarus),"Mandible four-toothed, a well-formed cutting edge in third interspace",sec84-5-3,M. (Melanosarus),,sec84-5-1
sec84-5-3,"Second interspace distinct, with cutting edge usually present",sec84-5-4,"Second interspace lacking or small, without cutting edge",sec84-5-5,,,sec84-5-2
sec84-5-4,"Inner angle of mandible truncate, or apical margin of clypeus impressed medially (S6 rather narrowly truncate) (neotropical)",M. (Moureapis),Inner angle of mandible acute or rounded; clypeal margin straight and entire,M. (Pseudocentron),M. (Moureapis),M. (Pseudocentron),sec84-5-3
sec84-5-5,"Mandible more robust, apical tooth more protuberant, much broader than other teeth; gena usually broader than eye in lateral view",M. (Acentron),"Mandible less robust, apical tooth not much broader than second or third; gena usually narrow",M. (Leptorachis),M. (Acentron),M. (Leptorachis),sec84-5-3
sec84-5-6,"Mandible without cutting edges between teeth (Fig. 84-12e, f), or with incomplete cutting edge in second interspace only (Fig. 84-12c); mandible with less than ﬁve teeth,or, if ﬁve-toothed, then upper two teeth (4 and 5) usually closer together than teeth 3 and 4",sec84-5-7,"Mandible with cutting edges between teeth, if in second interspace only, then edge complete (in three-toothed mandible; Fig. 84-12b), or mandible clearly ﬁvetoothed, with teeth 4 and 5 about as far apart as 3 and 4 (body megachiliform)",sec84-5-16,,,sec84-5-1
sec84-5-7,"Mandible with incomplete cutting edge in second interspace, and no cutting edges elsewhere (Fig. 84-12c)",sec84-5-8,"Mandible without cutting edges (Fig. 84-12e, f )",sec84-5-9,,,sec84-5-6
sec84-5-8,Body very large and robust (20 X 10 mm); vestiture entirely rufous; proﬁle of T6 straight (Mexico),M. (Grosapis),"Body not so large and robust; vestiture not entirely rufous, that of metasomal terga dark with pale apical bands; proﬁle of T6 strongly concave distally because of projecting apical margin",M. (Sayapis),M. (Grosapis),M. (Sayapis),sec84-5-7
sec84-5-9,"Megachiliform, the metasoma less than twice as long as wide unless unusually extended",sec84-5-10,"Heriadiform, hoplitiform, or chalicodomiform, the metasoma twice as long as wide or more",sec84-5-11,,,sec84-5-7
sec84-5-1,"T6 distinctly concave in proﬁle, without conspicuous erect pubescence except near base (holarctic)",M. (Megachile s. str.)(in part),"T6 nearly straight in proﬁle, with abundant erect pubescence (neotropical)",M. (Chrysosarus),M. (Megachile s. str.)(in part),M. (Chrysosarus),sec84-5-9
