id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec51-6-1,"Apex of S8 broadened, and on each side a long, bent spine distinctly visible among metasomal hairs",A. (Rufandrena),"Apex of S8 rarely strongly broadened, and never bearing visible spines",sec51-6-2,A. (Rufandrena),,
sec51-6-2,Mesepisternum and propodeal triangle strongly rugose-alveolar,sec51-6-3,"Mesepisternum and propodeal triangle at most strongly rugosely wrinkled, commonly not alveolar, usually distinctly weaker in sculpturing",sec51-6-9,,,sec51-6-1
sec51-6-3,"Dorsolateral angle of pronotum distinctly elevated as transverse ridge, with dorsoventral carina extending down from it",sec51-6-4,"Pronotum without strong, elevated dorsolateral angle (ridge) and without well-developed dorsoventral carina below it",sec51-6-5,,,sec51-6-2
sec51-6-4,Clypeus yellow; propodeum largely declivous,A. (Holandrena) (in part),Clypeus dark; propodeum with distinct more or less horizontal and vertical surfaces,A. (Melanapis),A. (Holandrena) (in part),A. (Melanapis),sec51-6-3
sec51-6-5,Length under 7 mm; metasoma strongly and very densely punctate,A. (Brachyandrena),Length over 8 mm; metasoma strongly but usually only moderately densely punctate,sec51-6-6,A. (Brachyandrena),,sec51-6-3
sec51-6-6,"Submarginal cells two; antenna of male short, like that of a female",A. (Biareolina),Submarginal cells three; antenna of male longer than that of female,sec51-6-7,A. (Biareolina),,sec51-6-5
sec51-6-7,Marginal zones of T2 to T4 occupying half of tergal lengths,A. (Trachandrena),"Marginal zones of T2 to T4 normal, narrow",sec51-6-8,A. (Trachandrena),,sec51-6-6
sec51-6-8,Metasoma shining like steel; body with whitish to yellowish-white hairs,A. (Agandrena),Metasoma not so shiny; body dark-haired,A. (Plastandrena),A. (Agandrena),A. (Plastandrena),sec51-6-7
sec51-6-9,Pronotum laterally smooth or weakly or interruptedly carinate below weak dorsolateral angle,sec51-6-10,Pronotum laterally distinctly and sharply carinate below commonly strong dorsolateral angle,sec51-6-48,,,sec51-6-2
sec51-6-1,"Mesepisternum and propodeum usually glossy, marked with deep and coarse, sievelike, dense punctures",sec51-6-11,"Mesepisternum and propodeum usually shagreened, marked with distinctly ﬁner, often elongate punctures with raised edges, or surface rugosely ﬁnely areolate",sec51-6-12,,,sec51-6-9
sec51-6-1,Metasoma ﬁnely and densely punctate; genitalia complex,A. (Scitandrena),Metasoma strongly to very strongly punctate; genitalia simple,A. (Campylogaster) (in part),A. (Scitandrena),A. (Campylogaster) (in part),sec51-6-10
sec51-6-1,Propodeum entirely declivous; ocelloccipital distance almost as long as four midﬂagellar segments taken together,A. (Cubiandrena),Propodeum with distinct more or less horizontal basal area; ocelloccipital distance seldom longer than length of one midﬂagellar segment,sec51-6-13,A. (Cubiandrena),,sec51-6-10
sec51-6-1,First submarginal crossvein meeting marginal cell close to stigma or at most three vein widths distant (body length not over 8 mm),sec51-6-14,First submarginal crossvein meeting marginal cell more than three vein widths away from stigma,sec51-6-17,,,sec51-6-12
sec51-6-1,"Propodeal triangle strongly to weakly rugose, usually areolate to posterior truncation of basal area (clypeus black)",A. (Micrandrena)(in part) and A. (Fumandrena),"Propodeal triangle minutely reticulate to shagreened, at most with rugae along anterior edge",sec51-6-15,A. (Micrandrena)(in part) and A. (Fumandrena),,sec51-6-13
