id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec81-9-1,"Base of labrum exposed between closed mandibles and lower margin of clypeus; lateral basal extremity of labrum connected to lateral clypeal margin by yellowish membrane extending downward beside labral base (mandible of female rather slender, distinctly narrower at or before middle than at base)",sec81-9-2,Base of labrum not or scarcely visible between closed mandibles and lower margin of clypeus [except in females of species like H. (Anthocopa) cristatula (Zanden) that have greatly modiﬁed clypeus and mandibles; in H. (Microhoplitis); and in males of Anthocopa in which the basal labral zone is visible]; lateral basal extremity of labrum without yellowish membrane,sec81-9-13,,,
sec81-9-2,Males,sec81-9-3,Females,sec81-9-8,,,sec81-9-1
sec81-9-3,"T7 bidentate, deeply emarginate between teeth",sec81-9-4,"T7 truncate, pointed, rounded, or tridentate, occasionally very shallowly emarginate medially but without deep medial notch",sec81-9-5,,,sec81-9-2
sec81-9-4,Mandible tridentate; S6 with truncate or bilobed apical extension densely haired throughout (palearctic to Sudan),H. (Annosmia),"Mandible bidentate; S6 with longitudinal row of dense hairs on medial lobate extension (Iran, Baluchistan)",H. (Coloplitis),H. (Annosmia),H. (Coloplitis),sec81-9-3
sec81-9-5,"T7 tridentate, though lateral teeth may be reduced to right angles so that one sees principally a long median point; S6 with weak longitudinal ridge apically (eastern palearctic)",H. (Eurypariella),T7 rounded or truncate; S6 without longitudinal ridge,sec81-9-6,H. (Eurypariella),,sec81-9-3
sec81-9-6,"T6 truncately produced between lateral teeth, margin of truncation with at least some irregularities, often crenulate; S6 with broad apical hyaline extension (palearctic)",H. (Hoplitis s. str.),"T6 roundly produced between lateral teeth, margin not irregular; S6 without differentiated apical extension",sec81-9-7,H. (Hoplitis s. str.),,sec81-9-5
sec81-9-7,T7 very shallowly emarginate medially; clypeal margin weakly crenulate without narrow apical band (eastern Mediterranean),H. (Bytinskia),"T7 truncate or rounded, not emarginate; clypeal margin smooth medially with narrow, impunctate apical band (central Asia)",H. (Kumobia),H. (Bytinskia),H. (Kumobia),sec81-9-6
sec81-9-8,"Mandible four-toothed; either clypeus thickened and modiﬁed or scopa reduced, longest hairs shorter than exposed parts of sterna",sec81-9-9,Mandible three-toothed; clypeus not modiﬁed and scopa not reduced,sec81-9-10,,,sec81-9-2
sec81-9-9,"Clypeus thickened, modiﬁed; scopa not reduced, sternal hairs erect (central Asia)",H. (Kumobia),"Clypeus neither thickened nor modiﬁed; scopa reduced, sternal hairs appressed, shorter than exposed parts of sterna (eastern Mediterranean; cleptoparasitic)",H. (Bytinskia),H. (Kumobia),H. (Bytinskia),sec81-9-8
sec81-9-1,"S6 with submarginal carina, sometimes extremely weak and visible only laterally, so that females may not differ appreciably from those of H. (Annosmia) (palearctic)",H. (Hoplitis s. str.),S6 without submarginal carina,sec81-9-11,H. (Hoplitis s. str.),,sec81-9-8
sec81-9-1,"Labial palpus two-segmented, with abundant long, curled, capitate hair (Iran, Baluchistan)",H. (Coloplitis),"Labial palpus four-segmented, without hair or at most with scattered, short, straight hairs",sec81-9-12,H. (Coloplitis),,sec81-9-10
sec81-9-1,Thorax steeply declivous behind posterior part of scutellum; apical spines of fore and middle tibiae each simple (palearctic to Sudan),H. (Annosmia),"Thorax slanting posteriorly to posterior part of basal area of propodeum, behind which propodeum is steeply declivous; apical spines of fore and middle tibiae robust, each biﬁd or with preapical shoulder (eastern palearctic)",H. (Eurypariella),H. (Annosmia),H. (Eurypariella),sec81-9-11
sec81-9-1,Males,sec81-9-14,Females,sec81-9-27,,,sec81-9-1
sec81-9-1,T6 without lateral tooth; body length 13 mm or more (prestigma longer than stigma; T7 triﬁd) (Mediterranean region),H. (Megahoplitis),"T6 with lateral tooth, sometimes weak, a mere angle in some small species (e.g., 6-8 mm long)","15 15(14). T7 deeply triﬁd, margins of middle tooth carinate to base; S6 without basal membranous ﬂaps (T7 without middorsal pit) (palearctic south to Sudan) .................... ........................................................ H. (Pentadentosmia)",H. (Megahoplitis),,sec81-9-13
sec81-9-1,"T7 medially bilobed, four-lobed, or produced and subtruncate, without middorsal pit",sec81-9-17,"T7 pointed, triﬁd, or rounded, commonly with middorsal pit",sec81-9-20,,,sec81-9-15
sec81-9-1,"T1 without basal basin, with longitudinal depression not delimited above by transverse line or carina; T6 with low, obtuse lateral angle; T7 four-lobed, i.e., bilobed medially with large lateral tooth (northern holarctic)",H. (Formicapis),"T1 with basal ﬂat or concave area delimited above at least medially by transverse line; T6 with strong, acute lateral tooth; T7 bilobed or produced and subtruncate [almost four-lobed in H. (A.) matheranensis (Michener) and H. (A.) singularis Morawitz)]",sec81-9-18,H. (Formicapis),,sec81-9-16
sec81-9-1,"S6 without differentiated triangular area (palearctic, Africa, India)",H. (Anthocopa),S6 with differentiated median triangular area either margined by sharp carinae or projecting apically beyond rest of sternum,sec81-9-19,H. (Anthocopa),,sec81-9-17
